"","gene_id","age","probe_id"
"10166","AT3G51370","UC","252067_at"
"10167","AT3G51390","MC","252091_at"
"10168","AT3G51400","MC","252118_at"
"10169","AT3G51410","MC","252103_at"
"10170","AT3G51420","MC","252092_at"
"10171","AT3G51430","MC","252117_at"
"10172","AT3G51440","MC","252068_at"
"10173","AT3G51460","UC","252104_at"
"10174","AT3G51470","MC","252105_at"
"10175","AT3G51480","MC","252106_at"
"10176","AT3G51490","UC","252107_at"
"10177","AT3G51500","MC","252093_at"
"10178","AT3G51510","MC","252116_at"
"10179","AT3G51520","UC","252064_at"
"10180","AT3G51530","MC","252108_at"
"10181","AT3G51540","MC","252109_at"
"10182","AT3G51550","MC","252066_at"
"10183","AT3G51560","MC","252110_at"
"10184","AT3G51570","MC","252111_at"
"10185","AT3G51580","MC","252112_at"
"10186","AT3G51590","MC","252063_at"
"10187","AT3G51600","MC","252115_at"
"10188","AT3G51610","UC","252065_at"
"10189","AT3G51620","MC","252113_at"
"10190","AT3G51660","UC","252076_at"
"10191","AT3G51670","UC","252080_at"
"10192","AT3G51680","UC","252070_at"
"10193","AT3G51710","MC","252072_at"
"10194","AT3G51720","MC","252077_at"
"10195","AT3G51730","UC","252075_at"
"10196","AT3G51740","MC","252078_at"
"10197","AT3G51750","MC","252073_at"
"10198","AT3G51760","MC","246297_at"
"10199","AT3G51770","MC","246298_at"
"10200","AT3G51780","MC","246306_at"
"10201","AT3G51790","MC","246309_at"
"10202","AT3G51800","UC","246307_at"
"10203","AT3G51810","MC","246299_at"
"10204","AT3G51820","UC","246308_at"
"10205","AT3G51830","UC","246300_at"
"10206","AT3G51840","UC","246304_at"
"10207","AT3G51850","UC","246301_at"
"10208","AT3G51860","UC","246302_at"
"10209","AT3G51870","UC","246303_at"
"10210","AT3G51880","MC","246311_at"
"10211","AT3G51890","MC","246305_at"
"10212","AT3G51895","UC","246310_at"
"10213","AT3G51910","MC","252081_at"
"10214","AT3G51920","MC","252037_at"
"10215","AT3G51940","MC","252082_at"
"10216","AT3G51950","MC","252033_at"
"10217","AT3G51960","MC","252083_at"
"10218","AT3G51970","MC","252084_at"
"10219","AT3G51990","MC","252042_at"
"10220","AT3G52030","MC","252086_at"
"10221","AT3G52040","MC","252034_at"
"10222","AT3G52060","MC","252040_at"
"10223","AT3G52070","MC","252036_at"
"10224","AT3G52080","MC","252087_at"
"10225","AT3G52090","UC","252041_at"
"10226","AT3G52110","MC","252089_at"
"10227","AT3G52140","UC","252031_at"
"10228","AT3G52160","MC","252035_at"
"10229","AT3G52170","MC","256675_at"
"10230","AT3G52180","MC","256676_at"
"10231","AT3G52190","MC","256677_at"
"10232","AT3G52200","UC","256682_at"
"10233","AT3G52220","UC","256683_at"
"10234","AT3G52230","MC","256680_at"
"10235","AT3G52240","MC","256727_at"
"10236","AT3G52260","UC","256700_at"
"10237","AT3G52270","UC","256701_at"
"10238","AT3G52290","MC","256671_at"
"10239","AT3G52300","UC","256679_at"
"10240","AT3G52340","MC","256681_at"
"10241","AT3G52360","MC","256674_at"
"10242","AT3G52370","MC","256673_at"
"10243","AT3G52380","MC","256678_at"
"10244","AT3G52390","UC","252043_at"
"10245","AT3G52400","UC","252053_at"
"10246","AT3G52420","MC","252044_at"
"10247","AT3G52430","MC","252060_at"
"10248","AT3G52450","MC","252045_at"
"10249","AT3G52460","MC","252046_at"
"10250","AT3G52470","MC","252058_at"
"10251","AT3G52480","MC","252057_at"
"10252","AT3G52500","MC","252048_at"
"10253","AT3G52540","MC","252054_at"
"10254","AT3G52550","MC","252050_at"
"10255","AT3G52560","UC","252059_at"
"10256","AT3G52570","UC","252051_at"
"10257","AT3G52580","UC","252055_at"
"10258","AT3G52600","UC","252052_at"
"10259","AT3G52610","MC","252008_at"
"10260","AT3G52620","MC","252061_at"
"10261","AT3G52640","UC","252062_at"
"10262","AT3G52640","UC","252028_at"
"10263","AT3G52710","MC","252000_at"
"10264","AT3G52720","UC","252011_at"
"10265","AT3G52730","UC","252012_at"
"10266","AT3G52740","MC","252010_at"
"10267","AT3G52750","UC","252001_at"
"10268","AT3G52760","UC","252002_at"
"10269","AT3G52770","MC","252003_at"
"10270","AT3G52780","UC","252004_at"
"10271","AT3G52800","UC","252009_at"
"10272","AT3G52810","UC","252005_at"
"10273","AT3G52820","UC","252006_at"
"10274","AT3G52840","UC","251996_at"
"10275","AT3G52850","UC","252027_at"
"10276","AT3G52860","MC","252013_at"
"10277","AT3G52880","UC","252024_at"
"10278","AT3G52890","MC","251994_at"
"10279","AT3G52900","MC","252025_at"
"10280","AT3G52920","MC","252023_at"
"10281","AT3G52930","UC","252022_at"
"10282","AT3G52940","UC","251995_at"
"10283","AT3G52950","UC","252016_at"
"10284","AT3G52960","UC","251993_at"
"10285","AT3G52970","UC","252017_at"
"10286","AT3G53000","MC","252018_at"
"10287","AT3G53020","UC","251997_at"
"10288","AT3G53030","UC","252026_at"
"10289","AT3G53040","MC","252019_at"
"10290","AT3G53080","MC","251981_at"
"10291","AT3G53090","MC","251998_at"
"10292","AT3G53100","MC","251968_at"
"10293","AT3G53110","UC","251989_at"
"10294","AT3G53130","UC","251969_at"
"10295","AT3G53150","MC","251970_at"
"10296","AT3G53160","MC","251971_at"
"10297","AT3G53170","MC","251972_at"
"10298","AT3G53180","UC","251973_at"
"10299","AT3G53190","MC","251982_at"
"10300","AT3G53200","MC","251974_at"
"10301","AT3G53210","UC","251983_at"
"10302","AT3G53220","MC","251985_at"
"10303","AT3G53230","UC","251975_at"
"10304","AT3G53240","MC","251976_at"
"10305","AT3G53250","MC","251977_at"
"10306","AT3G53260","UC","251984_at"
"10307","AT3G53270","MC","251980_at"
"10308","AT3G53280","UC","251987_at"
"10309","AT3G53290","UC","251978_at"
"10310","AT3G53310","MC","251986_at"
"10311","AT3G53320","MC","251990_at"
"10312","AT3G53340","UC","251991_at"
"10313","AT3G53360","MC","251965_at"
"10314","AT3G53370","MC","251964_at"
"10315","AT3G53380","MC","251966_at"
"10316","AT3G53390","UC","251967_at"
"10317","AT3G53410","UC","251959_at"
"10318","AT3G53420","UC","251962_at"
"10319","AT3G53430","UC","251938_at"
"10320","AT3G53440","MC","251939_at"
"10321","AT3G53450","UC","251940_at"
"10322","AT3G53460","UC","251956_at"
"10323","AT3G53470","MC","251941_at"
"10324","AT3G53480","UC","251942_at"
"10325","AT3G53500","MC","251943_at"
"10326","AT3G53510","UC","251944_at"
"10327","AT3G53520","UC","251945_at"
"10328","AT3G53540","MC","251946_at"
"10329","AT3G53550","MC","251947_at"
"10330","AT3G53560","MC","251958_at"
"10331","AT3G53570","UC","251963_at"
"10332","AT3G53580","UC","251948_at"
"10333","AT3G53590","MC","251949_at"
"10334","AT3G53600","MC","251950_at"
"10335","AT3G53610","UC","251960_at"
"10336","AT3G53620","UC","251961_at"
"10337","AT3G53650","UC","251952_at"
"10338","AT3G53680","MC","251955_at"
"10339","AT3G53690","MC","251957_at"
"10340","AT3G53700","MC","251936_at"
"10341","AT3G53710","UC","251905_at"
"10342","AT3G53720","MC","251906_at"
"10343","AT3G53730","UC","251924_at"
"10344","AT3G53740","UC","251926_at"
"10345","AT3G53760","UC","251907_at"
"10346","AT3G53770","MC","251908_at"
"10347","AT3G53780","UC","251930_at"
"10348","AT3G53790","MC","251909_at"
"10349","AT3G53800","UC","251919_at"
"10350","AT3G53810","MC","251910_at"
"10351","AT3G53820","MC","251911_at"
"10352","AT3G53880","UC","251923_at"
"10353","AT3G53890","UC","251921_at"
"10354","AT3G53900","UC","251920_at"
"10355","AT3G53920","MC","251929_at"
"10356","AT3G53930","MC","251914_at"
"10357","AT3G53940","UC","251915_at"
"10358","AT3G53950","UC","251931_at"
"10359","AT3G53960","UC","251916_at"
"10360","AT3G53970","UC","251917_at"
"10361","AT3G53980","MC","251928_at"
"10362","AT3G53990","MC","251927_at"
"10363","AT3G54000","MC","251925_at"
"10364","AT3G54010","MC","251932_at"
"10365","AT3G54030","MC","251922_at"
"10366","AT3G54040","MC","251918_at"
"10367","AT3G54050","UC","251885_at"
"10368","AT3G54060","MC","251933_at"
"10369","AT3G54080","MC","251889_at"
"10370","AT3G54090","MC","251935_at"
"10371","AT3G54100","MC","251901_at"
"10372","AT3G54110","UC","251902_at"
"10373","AT3G54120","MC","251903_at"
"10374","AT3G54130","MC","251904_at"
"10375","AT3G54140","UC","251882_at"
"10376","AT3G54150","UC","251884_at"
"10377","AT3G54170","MC","251887_at"
"10378","AT3G54190","UC","251888_at"
"10379","AT3G54200","MC","251879_at"
"10380","AT3G54210","MC","251883_at"
"10381","AT3G54220","MC","251890_at"
"10382","AT3G54230","UC","251873_at"
"10383","AT3G54240","MC","251874_at"
"10384","AT3G54250","UC","251881_at"
"10385","AT3G54260","MC","251886_at"
"10386","AT3G54270","MC","251875_at"
"10387","AT3G54280","UC","251876_at"
"10388","AT3G54290","MC","251880_at"
"10389","AT3G54300","UC","251877_at"
"10390","AT3G54310","MC","251878_at"
"10391","AT3G54320","MC","251892_at"
"10392","AT3G54320","MC","251891_at"
"10393","AT3G54340","MC","251898_at"
"10394","AT3G54350","MC","251866_at"
"10395","AT3G54360","UC","251897_at"
"10396","AT3G54380","UC","251894_at"
"10397","AT3G54380","UC","251893_at"
"10398","AT3G54390","MC","251896_at"
"10399","AT3G54400","MC","251899_at"
"10400","AT3G54420","UC","251895_at"
"10401","AT3G54430","MC","251900_at"
"10402","AT3G54480","MC","251867_at"
"10403","AT3G54490","MC","251868_at"
"10404","AT3G54500","MC","251869_at"
"10405","AT3G54510","UC","251870_at"
"10406","AT3G54520","MC","251871_at"
"10407","AT3G54540","UC","251845_at"
"10408","AT3G54560","UC","251846_at"
"10409","AT3G54570","MC","251872_at"
"10410","AT3G54610","UC","251849_at"
"10411","AT3G54620","MC","251848_at"
"10412","AT3G54630","UC","251844_at"
"10413","AT3G54640","UC","251847_at"
"10414","AT3G54650","MC","251850_at"
"10415","AT3G54660","UC","251860_at"
"10416","AT3G54670","UC","251851_at"
"10417","AT3G54680","MC","251859_at"
"10418","AT3G54690","UC","251855_at"
"10419","AT3G54720","UC","251856_at"
"10420","AT3G54750","MC","251852_at"
"10421","AT3G54770","MC","251857_at"
"10422","AT3G54790","MC","251853_at"
"10423","AT3G54800","MC","251854_at"
"10424","AT3G54810","MC","251861_at"
"10425","AT3G54820","UC","251858_at"
"10426","AT3G54840","UC","251817_at"
"10427","AT3G54850","MC","251862_at"
"10428","AT3G54860","UC","251818_at"
"10429","AT3G54870","MC","251863_at"
"10430","AT3G54890","UC","251814_at"
"10431","AT3G54900","MC","251815_at"
"10432","AT3G54920","MC","251864_at"
"10433","AT3G54930","UC","251865_at"
"10434","AT3G54940","UC","251838_at"
"10435","AT3G54950","MC","251839_at"
"10436","AT3G54960","UC","251840_at"
"10437","AT3G54970","MC","251812_at"
"10438","AT3G54980","MC","251841_at"
"10439","AT3G54990","MC","251811_at"
"10440","AT3G55000","MC","251813_at"
"10441","AT3G55005","MC","251816_at"
"10442","AT3G55010","UC","251830_at"
"10443","AT3G55020","MC","251829_at"
"10444","AT3G55030","MC","251819_at"
"10445","AT3G55040","MC","251820_at"
"10446","AT3G55050","UC","251821_at"
"10447","AT3G55060","MC","251822_at"
"10448","AT3G55070","UC","251828_at"
"10449","AT3G55080","MC","251823_at"
"10450","AT3G55090","UC","251824_at"
"10451","AT3G55100","UC","251825_at"
"10452","AT3G55110","UC","251826_at"
"10453","AT3G55120","MC","251827_at"
"10454","AT3G55130","UC","251785_at"
"10455","AT3G55140","MC","251831_at"
"10456","AT3G55150","MC","251832_at"
"10457","AT3G55160","UC","251833_at"
"10458","AT3G55170","UC","251834_at"
"10459","AT3G55180","UC","251835_at"
"10460","AT3G55190","UC","251836_at"
"10461","AT3G55250","UC","251810_at"
"10462","AT3G55260","UC","251782_at"
"10463","AT3G55280","UC","251783_at"
"10464","AT3G55320","MC","251781_at"
"10465","AT3G55330","UC","251784_at"
"10466","AT3G55360","UC","251796_at"
"10467","AT3G55370","MC","251806_at"
"10468","AT3G55380","UC","251802_at"
"10469","AT3G55390","MC","251795_at"
"10470","AT3G55400","UC","251807_at"
"10471","AT3G55410","UC","251787_at"
"10472","AT3G55420","MC","251788_at"
"10473","AT3G55430","MC","251804_at"
"10474","AT3G55440","UC","251801_at"
"10475","AT3G55450","MC","251789_at"
"10476","AT3G55460","MC","251798_at"
"10477","AT3G55470","MC","251790_at"
"10478","AT3G55480","UC","251808_at"
"10479","AT3G55500","MC","251791_at"
"10480","AT3G55510","UC","251800_at"
"10481","AT3G55520","UC","251799_at"
"10482","AT3G55530","MC","251805_at"
"10483","AT3G55550","MC","251792_at"
"10484","AT3G55560","MC","251797_at"
"10485","AT3G55580","MC","251793_at"
"10486","AT3G55600","MC","251809_at"
"10487","AT3G55620","UC","251776_at"
"10488","AT3G55630","UC","251759_at"
"10489","AT3G55640","UC","251757_at"
"10490","AT3G55660","MC","251778_at"
"10491","AT3G55680","MC","251748_at"
"10492","AT3G55690","MC","251749_at"
"10493","AT3G55700","MC","251761_at"
"10494","AT3G55710","MC","251750_at"
"10495","AT3G55720","MC","251751_at"
"10496","AT3G55730","MC","251763_at"
"10497","AT3G55740","UC","251752_at"
"10498","AT3G55760","UC","251753_at"
"10499","AT3G55770","UC","251758_at"
"10500","AT3G55780","MC","251754_at"
"10501","AT3G55790","MC","251755_at"
"10502","AT3G55800","UC","251762_at"
"10503","AT3G55820","MC","251756_at"
"10504","AT3G55840","MC","251774_at"
"10505","AT3G55850","UC","251717_at"
"10506","AT3G55870","UC","251716_at"
"10507","AT3G55890","UC","251743_at"
"10508","AT3G55910","MC","251766_at"
"10509","AT3G55920","UC","251772_at"
"10510","AT3G55930","UC","251767_at"
"10511","AT3G55940","UC","251768_at"
"10512","AT3G55950","MC","251769_at"
"10513","AT3G55960","MC","251773_at"
"10514","AT3G55970","MC","251770_at"
"10515","AT3G55980","MC","251745_at"
"10516","AT3G56000","UC","251771_at"
"10517","AT3G56010","MC","251744_at"
"10518","AT3G56040","UC","251741_at"
"10519","AT3G56050","MC","251742_at"
"10520","AT3G56060","UC","251746_at"
"10521","AT3G56070","UC","251740_at"
"10522","AT3G56080","MC","251713_at"
"10523","AT3G56090","UC","251735_at"
"10524","AT3G56100","MC","251718_at"
"10525","AT3G56110","UC","251732_at"
"10526","AT3G56120","UC","251712_at"
"10527","AT3G56130","MC","251736_at"
"10528","AT3G56140","MC","251719_at"
"10529","AT3G56150","UC","251738_at"
"10530","AT3G56160","UC","251720_at"
"10531","AT3G56170","MC","251739_at"
"10532","AT3G56200","UC","251722_at"
"10533","AT3G56230","MC","251723_at"
"10534","AT3G56240","MC","251733_at"
"10535","AT3G56250","MC","251724_at"
"10536","AT3G56270","MC","251734_at"
"10537","AT3G56290","MC","251727_at"
"10538","AT3G56300","MC","251728_at"
"10539","AT3G56310","UC","251729_at"
"10540","AT3G56330","UC","251730_at"
"10541","AT3G56340","UC","251737_at"
"10542","AT3G56350","UC","251731_at"
"10543","AT3G56360","MC","251704_at"
"10544","AT3G56370","MC","251714_at"
"10545","AT3G56380","UC","251709_at"
"10546","AT3G56400","MC","251705_at"
"10547","AT3G56410","MC","251684_at"
"10548","AT3G56430","MC","251685_at"
"10549","AT3G56440","UC","251686_at"
"10550","AT3G56460","UC","251687_at"
"10551","AT3G56480","MC","251688_at"
"10552","AT3G56490","UC","251707_at"
"10553","AT3G56510","UC","251690_at"
"10554","AT3G56520","MC","251691_at"
"10555","AT3G56550","MC","251693_at"
"10556","AT3G56600","MC","251697_at"
"10557","AT3G56610","MC","251698_at"
"10558","AT3G56620","MC","251706_at"
"10559","AT3G56630","UC","251699_at"
"10560","AT3G56640","UC","251700_at"
"10561","AT3G56650","UC","251701_at"
"10562","AT3G56660","MC","251702_at"
"10563","AT3G56670","MC","251703_at"
"10564","AT3G56680","MC","246319_at"
"10565","AT3G56690","MC","246295_at"
"10566","AT3G56700","UC","246342_at"
"10567","AT3G56710","MC","246293_at"
"10568","AT3G56720","UC","246343_at"
"10569","AT3G56740","UC","246318_at"
"10570","AT3G56750","UC","246296_at"
"10571","AT3G56760","MC","246345_at"
"10572","AT3G56800","UC","246290_at"
"10573","AT3G56810","MC","246346_at"
"10574","AT3G56820","MC","246291_at"
"10575","AT3G56830","MC","246347_at"
"10576","AT3G56840","UC","246348_at"
"10577","AT3G56850","MC","246314_at"
"10578","AT3G56860","MC","246292_at"
"10579","AT3G56870","MC","246315_at"
"10580","AT3G56880","MC","246289_at"
"10581","AT3G56890","MC","246316_at"
"10582","AT3G56900","UC","246317_at"
"10583","AT3G56910","MC","246294_at"
"10584","AT3G56930","MC","251710_at"
"10585","AT3G56940","UC","251664_at"
"10586","AT3G56950","MC","251661_at"
"10587","AT3G56960","MC","251711_at"
"10588","AT3G56980","MC","251677_at"
"10589","AT3G56990","UC","251678_at"
"10590","AT3G57000","UC","251657_at"
"10591","AT3G57010","UC","251668_at"
"10592","AT3G57020","MC","251658_at"
"10593","AT3G57030","MC","251679_at"
"10594","AT3G57040","MC","251665_at"
"10595","AT3G57050","UC","251666_at"
"10596","AT3G57060","UC","251680_at"
"10597","AT3G57070","MC","251663_at"
"10598","AT3G57080","MC","251662_at"
"10599","AT3G57090","UC","251659_at"
"10600","AT3G57100","MC","251681_at"
"10601","AT3G57120","MC","251683_at"
"10602","AT3G57130","MC","251653_at"
"10603","AT3G57140","MC","251654_at"
"10604","AT3G57150","UC","251667_at"
"10605","AT3G57160","MC","251660_at"
"10606","AT3G57170","MC","251656_at"
"10607","AT3G57190","UC","251670_at"
"10608","AT3G57210","MC","251671_at"
"10609","AT3G57220","UC","251626_at"
"10610","AT3G57230","MC","251672_at"
"10611","AT3G57240","UC","251673_at"
"10612","AT3G57250","MC","251674_at"
"10613","AT3G57260","UC","251625_at"
"10614","AT3G57270","UC","251627_at"
"10615","AT3G57280","MC","251624_at"
"10616","AT3G57290","UC","251628_at"
"10617","AT3G57300","UC","251675_at"
"10618","AT3G57320","MC","251676_at"
"10619","AT3G57330","UC","251649_at"
"10620","AT3G57340","UC","251622_at"
"10621","AT3G57360","MC","251650_at"
"10622","AT3G57380","MC","251652_at"
"10623","AT3G57390","MC","251623_at"
"10624","AT3G57410","UC","251629_at"
"10625","AT3G57420","MC","251630_at"
"10626","AT3G57430","MC","251631_at"
"10627","AT3G57440","MC","251632_at"
"10628","AT3G57450","MC","251640_at"
"10629","AT3G57470","UC","251641_at"
"10630","AT3G57480","UC","251634_at"
"10631","AT3G57490","UC","251638_at"
"10632","AT3G57510","MC","251635_at"
"10633","AT3G57520","UC","251642_at"
"10634","AT3G57530","UC","251636_at"
"10635","AT3G57540","MC","251644_at"
"10636","AT3G57550","MC","251643_at"
"10637","AT3G57560","UC","251639_at"
"10638","AT3G57570","MC","251637_at"
"10639","AT3G57600","MC","251598_at"
"10640","AT3G57610","UC","251599_at"
"10641","AT3G57620","UC","251595_at"
"10642","AT3G57630","UC","251594_at"
"10643","AT3G57650","UC","251596_at"
"10644","AT3G57660","UC","251593_at"
"10645","AT3G57670","MC","251592_at"
"10646","AT3G57680","UC","251591_at"
"10647","AT3G57690","MC","251590_at"
"10648","AT3G57700","MC","251621_at"
"10649","AT3G57710","MC","251600_at"
"10650","AT3G57720","MC","251648_at"
"10651","AT3G57750","MC","251597_at"
"10652","AT3G57760","MC","251603_at"
"10653","AT3G57780","MC","251646_at"
"10654","AT3G57790","UC","251645_at"
"10655","AT3G57800","MC","251601_at"
"10656","AT3G57810","MC","251558_at"
"10657","AT3G57830","MC","251605_at"
"10658","AT3G57840","MC","251606_at"
"10659","AT3G57860","MC","251608_at"
"10660","AT3G57870","UC","251561_at"
"10661","AT3G57880","MC","251563_at"
"10662","AT3G57890","UC","251562_at"
"10663","AT3G57920","MC","251560_at"
"10664","AT3G57930","MC","251610_at"
"10665","AT3G57940","UC","251611_at"
